"city","area","rooms","bathroom","parking","floor","animal","furniture","hoa","rent","property_tax"
"Rio de Janeiro",80,2,3,1,12,"yes","yes",850,4500,0
"Rio de Janeiro",50,1,1,0,0,"yes","no",0,1850,0
"Sao Paulo",38,2,1,0,5,"yes","yes",577,3200,50
"Belo Horizonte",320,4,5,4,6,"no","no",3480,5000,940
"Sao Paulo",500,3,6,0,0,"yes","no",0,6400,1667
"Rio de Janeiro",110,3,3,0,0,"yes","no",200,2400,57
"Sao Paulo",300,3,3,2,0,"yes","no",0,10500,768
"Sao Paulo",30,1,1,0,0,"no","no",0,650,25
"Sao Paulo",58,2,2,1,12,"no","yes",942,3400,71
"Sao Paulo",139,4,4,8,0,"yes","no",0,3500,265
"Rio de Janeiro",210,4,5,2,2,"yes","no",2300,8000,850
"Porto Alegre",50,2,1,1,5,"yes","no",188,1180,0
"Sao Paulo",70,1,1,2,9,"yes","yes",2150,7000,542
"Sao Paulo",36,1,1,0,4,"yes","no",175,1275,0
"Sao Paulo",48,1,1,0,0,"yes","no",0,1100,0
"Belo Horizonte",92,3,2,1,1,"yes","no",220,1600,0
"Rio de Janeiro",189,3,2,0,3,"yes","no",1371,4500,452
"Porto Alegre",38,1,1,1,9,"yes","no",350,2500,42
"Sao Paulo",351,3,4,2,17,"no","yes",2400,9500,1192
"Rio de Janeiro",64,2,1,1,4,"yes","no",650,2700,120
"Sao Paulo",31,1,1,1,11,"yes","no",478,2400,75
"Sao Paulo",90,3,2,2,3,"yes","no",1100,2450,117
"Sao Paulo",40,1,1,0,6,"yes","no",890,3463,0
"Sao Paulo",180,3,4,4,4,"yes","no",4000,15000,1417
"Sao Paulo",64,3,1,1,5,"yes","no",504,1500,53
"Sao Paulo",190,3,4,3,1,"yes","no",2100,5500,525
"Sao Paulo",400,3,3,4,0,"yes","no",0,14000,300
"Rio de Janeiro",180,4,5,3,4,"yes","no",1200,10000,725
"Sao Paulo",73,1,1,0,8,"yes","yes",864,3000,57
"Sao Paulo",64,2,2,2,4,"yes","no",404,2600,75
"Sao Paulo",65,3,1,1,6,"yes","no",461,2530,90
"Sao Paulo",400,4,5,4,7,"yes","no",3240,12800,1345
"Sao Paulo",48,2,1,1,6,"no","yes",582,5470,8
"Sao Paulo",40,1,1,1,14,"no","no",642,1700,20
"Porto Alegre",61,2,1,0,3,"no","no",400,1445,0
"Rio de Janeiro",85,2,1,0,1,"yes","no",460,1700,58
"Belo Horizonte",235,4,3,1,0,"yes","no",0,12000,563
"Sao Paulo",347,4,5,4,5,"yes","yes",3500,12000,1500
"Rio de Janeiro",25,1,1,0,2,"yes","no",250,540,0
"Rio de Janeiro",85,2,2,1,2,"yes","no",1140,3600,363
"Sao Paulo",103,3,3,2,3,"yes","yes",1310,6500,448
"Sao Paulo",159,3,3,2,0,"no","no",0,3300,225
"Sao Paulo",42,1,1,1,9,"yes","no",600,3600,125
"Sao Paulo",100,3,2,1,12,"yes","no",700,1946,0
"Sao Paulo",111,1,2,2,9,"yes","no",1400,8000,466
"Porto Alegre",40,1,1,1,2,"yes","yes",300,1500,23
"Campinas",92,3,2,3,1,"yes","yes",752,2525,0
"Rio de Janeiro",480,5,6,4,3,"yes","no",3236,8000,1600
"Belo Horizonte",55,2,2,2,3,"yes","no",670,2000,177
"Belo Horizonte",24,1,1,1,7,"no","no",157,1200,0
"Sao Paulo",50,1,1,1,0,"no","no",200,1000,0
"Rio de Janeiro",80,2,1,0,9,"yes","no",500,1600,158
"Sao Paulo",230,3,2,0,1,"yes","no",0,2500,500
"Porto Alegre",72,2,1,0,1,"yes","no",200,1200,67
"Porto Alegre",90,2,1,0,1,"yes","no",300,1353,77
"Belo Horizonte",22,1,1,0,1,"no","yes",0,700,0
"Sao Paulo",455,4,5,4,5,"yes","no",8500,19500,3334
"Sao Paulo",140,3,2,1,6,"no","no",1740,2400,340
"Belo Horizonte",23,1,1,1,7,"yes","no",144,1300,132
"Porto Alegre",46,1,1,0,2,"yes","no",0,1070,56
"Campinas",70,1,1,1,2,"yes","yes",460,2350,6
"Belo Horizonte",150,5,3,0,0,"yes","no",0,3250,100
"Campinas",55,1,1,0,5,"yes","no",473,500,17
"Sao Paulo",40,1,1,0,0,"no","no",0,2040,70
"Sao Paulo",91,2,1,1,1,"yes","no",615,1750,90
"Sao Paulo",140,2,1,3,0,"yes","no",0,2500,194
"Sao Paulo",50,1,1,0,1,"yes","no",600,1300,0
"Campinas",52,2,1,1,7,"yes","no",248,980,77
"Rio de Janeiro",100,3,1,1,1,"yes","no",1700,3000,250
"Sao Paulo",160,4,3,3,3,"yes","no",1600,7000,542
"Campinas",137,3,2,1,4,"yes","no",1500,1800,250
"Porto Alegre",42,1,1,0,2,"yes","no",250,1200,27
"Sao Paulo",650,3,7,2,0,"yes","no",0,9900,600
"Rio de Janeiro",90,3,2,0,1,"no","no",0,2000,0
"Rio de Janeiro",30,1,1,0,9,"yes","yes",550,1854,0
"Sao Paulo",254,4,4,3,7,"yes","yes",1300,6780,478
"Sao Paulo",40,1,1,1,5,"no","no",700,3600,180
"Rio de Janeiro",130,4,2,1,2,"no","yes",700,3300,145
"Campinas",128,3,3,2,1,"yes","no",1236,2650,682
"Sao Paulo",78,2,1,3,0,"yes","no",0,1600,163
"Campinas",42,1,1,0,1,"yes","no",0,690,12
"Campinas",140,3,3,2,8,"yes","no",900,2370,0
"Sao Paulo",54,1,1,1,13,"no","no",1484,4130,250
"Sao Paulo",40,1,1,1,13,"yes","no",584,3200,95
"Sao Paulo",50,2,1,1,5,"yes","no",570,1100,0
"Sao Paulo",75,3,1,1,1,"no","no",475,1800,0
"Sao Paulo",472,3,2,4,0,"yes","no",0,6500,650
"Porto Alegre",360,5,3,6,0,"yes","yes",0,4800,197
"Sao Paulo",308,4,4,3,1,"yes","no",4780,15000,1917
"Sao Paulo",50,1,1,1,8,"no","yes",2204,3700,209
"Sao Paulo",540,4,5,5,13,"yes","no",3414,5100,2236
"Sao Paulo",321,3,5,2,0,"yes","yes",0,7318,1072
"Sao Paulo",70,3,2,1,3,"yes","no",380,1290,92
"Campinas",130,3,2,2,4,"yes","yes",1150,2800,184
"Sao Paulo",170,3,2,2,0,"yes","no",0,4500,267
"Sao Paulo",60,2,2,1,11,"no","yes",1158,5500,150
"Rio de Janeiro",45,1,1,0,4,"no","yes",450,4500,80
"Belo Horizonte",60,2,1,1,1,"yes","no",467,750,78
"Porto Alegre",58,2,1,0,2,"yes","no",299,750,30
"Sao Paulo",195,4,3,3,7,"no","no",2600,10000,1336
"Sao Paulo",100,2,4,0,1,"yes","no",0,3000,0
"Sao Paulo",50,1,1,0,0,"yes","no",0,700,67
"Campinas",54,2,1,1,3,"yes","no",286,999,23
"Belo Horizonte",55,2,1,1,3,"yes","no",270,1300,85
"Sao Paulo",48,1,1,2,1,"yes","yes",1966,3550,486
"Sao Paulo",58,2,1,1,6,"yes","no",850,1700,165
"Sao Paulo",200,3,4,3,19,"yes","yes",2247,8500,1000
"Campinas",77,3,1,2,3,"yes","no",486,1500,49
"Belo Horizonte",72,2,1,1,9,"yes","no",421,1200,83
"Sao Paulo",50,2,1,2,8,"no","no",504,1800,59
"Rio de Janeiro",95,2,2,1,11,"yes","no",1024,3000,28120
"Sao Paulo",130,3,2,0,1,"yes","yes",550,4800,215
"Rio de Janeiro",30,1,1,0,6,"no","no",500,700,0
"Sao Paulo",300,4,3,4,9,"yes","no",2400,15000,0
"Rio de Janeiro",95,3,2,1,3,"yes","no",1000,2245,268
"Sao Paulo",80,3,1,1,1,"yes","no",620,1750,0
"Sao Paulo",310,3,3,2,16,"no","no",2720,15000,846
"Porto Alegre",170,3,2,0,3,"yes","yes",1750,1000,165
"Rio de Janeiro",46,2,1,0,9,"no","no",550,820,0
"Rio de Janeiro",97,3,2,0,5,"yes","no",900,2734,270
"Sao Paulo",130,3,2,1,4,"no","yes",1134,7900,386
"Sao Paulo",40,1,1,1,11,"no","no",390,2600,96
"Sao Paulo",90,3,2,2,6,"no","yes",890,2100,150
"Sao Paulo",89,2,2,2,8,"yes","yes",1440,7700,351
"Sao Paulo",240,3,3,5,1,"yes","no",3000,3500,0
"Sao Paulo",106,3,2,0,6,"yes","no",1139,2430,0
"Sao Paulo",80,2,1,1,18,"no","no",550,1500,167
"Sao Paulo",22,1,1,1,25,"yes","no",471,2200,55
"Sao Paulo",141,4,3,2,3,"yes","no",1500,4010,542
"Sao Paulo",340,4,6,6,0,"yes","yes",0,15000,250
"Sao Paulo",105,4,2,2,3,"yes","no",1659,6500,400
"Sao Paulo",70,3,1,1,2,"yes","no",380,1290,180
"Sao Paulo",200,3,2,1,8,"yes","no",1500,8000,42
"Campinas",62,2,1,0,1,"yes","no",280,709,22
"Sao Paulo",74,2,3,2,24,"yes","no",450,3200,40
"Rio de Janeiro",333,5,4,3,5,"yes","no",2100,7000,1000
"Sao Paulo",250,4,2,5,0,"yes","no",841,4000,701
"Sao Paulo",70,1,1,1,10,"yes","yes",469,3590,83
"Rio de Janeiro",120,3,2,2,1,"yes","yes",1790,5500,509
"Porto Alegre",35,1,1,0,1,"yes","no",100,960,75
"Rio de Janeiro",67,2,1,0,4,"yes","no",810,1529,80
"Sao Paulo",220,4,3,4,11,"yes","yes",1800,3000,1000
"Campinas",80,3,2,2,17,"yes","no",560,2500,175
"Sao Paulo",57,1,1,1,5,"yes","no",769,4800,194
"Porto Alegre",100,2,2,2,0,"yes","no",120,2200,159
"Rio de Janeiro",60,1,1,0,5,"yes","no",500,750,100
"Campinas",87,3,2,1,12,"yes","yes",870,1450,100
"Sao Paulo",530,4,4,6,0,"yes","no",0,9520,1334
"Sao Paulo",35,1,1,0,0,"yes","no",0,700,80
"Sao Paulo",140,3,2,2,0,"yes","no",0,3000,2500
"Sao Paulo",45,2,2,0,0,"no","no",0,1630,84
"Sao Paulo",70,1,1,1,12,"yes","yes",1000,3500,171
"Sao Paulo",140,3,3,1,1,"yes","no",1144,1360,256
"Belo Horizonte",80,3,2,1,7,"yes","no",820,2000,152
"Sao Paulo",50,1,1,0,0,"no","no",0,1150,50
"Sao Paulo",108,3,2,2,12,"no","no",900,2900,202
"Sao Paulo",60,3,1,1,15,"yes","yes",556,2200,4
"Sao Paulo",30,1,1,1,14,"no","yes",460,3500,100
"Sao Paulo",110,3,3,2,2,"yes","yes",1000,3800,192
"Rio de Janeiro",70,2,1,1,5,"yes","yes",843,1100,84
"Sao Paulo",360,3,5,4,22,"yes","no",2330,3635,1644
"Campinas",348,3,3,3,0,"yes","no",0,6000,350
"Sao Paulo",270,3,4,3,10,"yes","no",3809,7900,1792
"Rio de Janeiro",86,2,2,1,1,"no","yes",1500,5500,375
"Sao Paulo",100,3,4,2,6,"no","no",1380,3000,470
"Sao Paulo",30,1,1,1,10,"yes","yes",574,1850,0
"Sao Paulo",146,3,4,3,20,"yes","yes",1540,10000,667
"Belo Horizonte",100,3,3,1,1,"yes","no",350,1600,120
"Rio de Janeiro",185,3,2,1,3,"yes","no",2488,6900,0
"Sao Paulo",300,3,5,2,7,"yes","no",0,4600,609
"Sao Paulo",120,3,4,0,0,"yes","no",250,3200,226
"Sao Paulo",195,3,3,2,0,"yes","no",0,2990,330
"Sao Paulo",110,1,3,2,6,"yes","no",1500,8000,417
"Sao Paulo",210,3,3,3,17,"yes","no",2300,7000,717
"Campinas",400,4,6,3,0,"yes","no",1200,6800,700
"Belo Horizonte",42,2,1,1,4,"yes","no",175,690,63
"Belo Horizonte",180,3,1,0,0,"yes","no",0,3400,367
"Campinas",329,4,2,2,9,"yes","no",2040,6300,420
"Sao Paulo",44,1,1,0,1,"yes","no",100,1400,0
"Belo Horizonte",28,1,1,1,0,"no","yes",550,1250,0
"Rio de Janeiro",90,3,2,1,2,"no","yes",1000,3800,310
"Sao Paulo",90,2,1,0,2,"yes","no",622,2150,212
"Sao Paulo",200,2,1,0,0,"yes","no",0,2800,291
"Porto Alegre",240,3,4,3,0,"yes","no",0,6000,184
"Porto Alegre",55,2,1,0,19,"yes","no",500,1200,84
"Belo Horizonte",90,3,2,0,8,"no","no",630,4200,150
"Sao Paulo",85,3,1,2,6,"yes","no",955,1900,270
"Sao Paulo",255,4,4,3,13,"yes","yes",0,11900,0
"Sao Paulo",280,5,2,1,0,"yes","no",0,8000,0
"Belo Horizonte",29,1,1,0,1,"no","no",0,1100,8
"Sao Paulo",48,1,1,1,15,"yes","yes",487,3000,142
"Campinas",170,3,2,2,0,"yes","no",0,2300,98
"Belo Horizonte",45,1,1,1,3,"no","yes",300,3000,0
"Campinas",341,4,6,4,0,"yes","no",660,13000,608
"Porto Alegre",80,2,2,0,0,"yes","yes",330,1638,0
"Rio de Janeiro",153,3,2,1,2,"yes","no",1500,2550,157
"Rio de Janeiro",120,3,2,1,2,"yes","no",1260,2200,0
"Sao Paulo",180,4,4,2,10,"yes","no",1900,5500,507
"Campinas",84,3,1,1,3,"yes","no",950,1200,147
"Sao Paulo",73,3,2,1,12,"yes","no",923,2700,171
"Sao Paulo",50,1,2,1,9,"no","yes",850,3000,210
"Sao Paulo",40,1,1,1,5,"no","no",603,4320,181
"Sao Paulo",216,3,4,4,7,"yes","yes",2300,15000,900
"Sao Paulo",44,1,1,1,8,"yes","no",480,2300,70
"Belo Horizonte",120,3,2,2,1,"no","no",318,1700,331
"Porto Alegre",150,3,3,2,10,"yes","yes",1300,8900,250
"Sao Paulo",136,3,2,3,12,"yes","yes",1400,2500,325
"Porto Alegre",54,1,1,0,2,"yes","no",400,1000,25
"Sao Paulo",100,2,1,1,5,"yes","yes",1400,3800,234
"Sao Paulo",50,2,1,1,1,"yes","no",496,1200,0
"Campinas",60,2,1,0,0,"no","no",0,800,138
"Rio de Janeiro",125,3,2,1,5,"yes","yes",1460,3500,295
"Rio de Janeiro",28,1,1,0,1,"yes","no",450,1870,0
"Porto Alegre",78,2,1,0,3,"yes","no",280,1480,32
"Porto Alegre",46,1,1,0,6,"yes","no",345,850,27
"Sao Paulo",35,1,1,1,8,"no","yes",593,2896,78
"Sao Paulo",104,3,2,2,2,"yes","no",1500,4200,432
"Sao Paulo",215,3,3,2,1,"no","yes",3000,15000,834
"Campinas",100,3,2,2,0,"yes","no",0,2250,15
"Belo Horizonte",30,1,1,1,0,"no","no",0,705,0
"Porto Alegre",43,1,1,0,3,"yes","yes",250,1500,25
"Sao Paulo",234,3,4,3,13,"yes","no",2400,7000,84
"Sao Paulo",37,1,1,0,4,"yes","yes",1320,1730,142
"Sao Paulo",50,2,1,0,1,"yes","no",54,2000,42
"Rio de Janeiro",71,2,2,1,12,"yes","yes",1170,3500,190
"Sao Paulo",118,3,3,2,17,"yes","yes",1000,3890,356
"Campinas",122,3,2,1,4,"yes","no",250,1750,117
"Rio de Janeiro",58,2,2,1,3,"yes","no",745,1200,44
"Sao Paulo",270,3,3,2,0,"yes","no",0,9800,0
"Porto Alegre",90,3,2,2,9,"yes","no",1163,2500,202
"Sao Paulo",400,4,3,3,0,"yes","no",0,8000,1250
"Campinas",155,3,3,2,0,"yes","no",960,5500,15
"Rio de Janeiro",85,2,1,0,8,"yes","yes",1500,2975,134
"Sao Paulo",280,4,4,4,1,"yes","yes",3600,12000,1667
"Rio de Janeiro",30,1,1,0,8,"yes","yes",500,2000,45
"Sao Paulo",54,1,2,0,7,"yes","no",390,3500,0
"Porto Alegre",25,1,1,0,8,"yes","no",277,750,27
"Belo Horizonte",176,4,2,2,0,"yes","no",0,4500,226
"Sao Paulo",570,4,6,4,0,"yes","no",0,10500,1834
"Belo Horizonte",95,2,2,1,10,"yes","no",735,1600,170
"Sao Paulo",30,1,1,0,4,"yes","no",250,1153,0
"Sao Paulo",250,3,4,3,0,"yes","no",0,3571,430
"Sao Paulo",98,3,3,2,0,"yes","no",0,2500,0
"Belo Horizonte",68,2,2,2,3,"yes","no",168,800,59
"Sao Paulo",83,3,2,2,7,"yes","no",804,3690,317
"Belo Horizonte",70,2,2,2,6,"yes","no",625,2250,211
"Belo Horizonte",50,2,1,1,3,"yes","no",170,1000,28
"Sao Paulo",480,4,5,3,0,"yes","no",2200,4100,1700
"Sao Paulo",250,3,2,8,0,"yes","no",0,10000,0
"Sao Paulo",191,4,3,3,13,"no","no",2800,9500,1200
"Sao Paulo",140,3,3,3,7,"no","no",2200,8000,800
"Sao Paulo",49,1,1,1,5,"yes","no",284,2600,134
"Belo Horizonte",362,5,4,4,15,"no","no",1400,7900,1504
"Rio de Janeiro",61,2,1,0,3,"yes","no",640,1297,21
"Porto Alegre",156,3,2,1,0,"yes","no",0,1615,110
"Sao Paulo",179,3,2,1,3,"yes","no",1457,5400,359
"Rio de Janeiro",120,3,3,2,5,"yes","yes",1100,2800,150
"Belo Horizonte",200,4,2,2,0,"yes","yes",0,12000,233
"Sao Paulo",185,3,3,3,20,"yes","no",2670,5600,907
"Sao Paulo",120,2,2,0,1,"yes","no",300,3600,120
"Sao Paulo",50,2,1,1,13,"yes","no",407,1715,12
"Belo Horizonte",400,3,3,2,0,"yes","no",0,4800,0
"Sao Paulo",240,3,4,2,0,"yes","no",1,8200,625
"Sao Paulo",60,2,1,1,13,"yes","yes",550,1520,80
"Sao Paulo",100,2,1,3,0,"no","no",0,2700,378
"Sao Paulo",250,4,4,3,0,"no","no",0,7500,417
"Porto Alegre",100,4,2,1,2,"yes","no",750,1820,167
"Rio de Janeiro",72,1,2,1,6,"yes","no",580,2000,0
"Rio de Janeiro",70,2,1,0,2,"yes","yes",250,2000,7
"Sao Paulo",16,1,1,0,2,"yes","no",0,2700,5
"Sao Paulo",98,3,2,2,10,"yes","no",900,4500,0
"Sao Paulo",170,3,3,1,6,"yes","no",1300,2060,200
"Sao Paulo",45,2,1,0,0,"no","no",70,1450,43
"Sao Paulo",90,2,2,1,7,"yes","yes",760,5500,142
"Sao Paulo",30,1,1,1,11,"yes","yes",500,2570,0
"Sao Paulo",140,3,3,2,3,"yes","no",2350,4905,59
"Sao Paulo",90,2,2,2,2,"yes","no",1230,3640,342
"Rio de Janeiro",80,2,2,0,6,"yes","no",650,2500,0
"Sao Paulo",40,1,1,0,0,"no","no",0,750,0
"Sao Paulo",300,3,2,1,0,"yes","no",0,3900,538
"Sao Paulo",340,4,4,3,0,"yes","no",0,10000,1084
"Sao Paulo",72,2,2,1,6,"yes","no",1100,5270,334
"Sao Paulo",250,4,3,3,0,"no","no",0,13000,950
"Rio de Janeiro",100,2,2,3,12,"no","no",1470,3478,180
"Porto Alegre",98,3,1,0,1,"no","no",240,12750,50
"Belo Horizonte",164,3,2,2,0,"yes","no",0,3200,131
"Sao Paulo",250,3,3,4,0,"yes","yes",250,6500,309
"Rio de Janeiro",28,1,1,0,3,"yes","yes",609,1189,0
"Rio de Janeiro",60,2,1,0,11,"no","yes",600,1650,0
"Sao Paulo",105,3,3,2,4,"no","no",1380,2720,417
"Sao Paulo",220,2,4,3,26,"no","no",2000,12960,834
"Rio de Janeiro",250,5,3,1,0,"yes","no",500,4000,100
"Sao Paulo",171,3,3,1,13,"yes","no",2395,5100,259
"Rio de Janeiro",156,4,3,2,4,"yes","no",1350,3900,600
"Sao Paulo",150,3,5,3,0,"yes","yes",0,4500,189
"Belo Horizonte",75,3,2,1,3,"yes","no",500,1500,50
"Sao Paulo",254,3,5,4,18,"yes","no",2000,10000,990
"Sao Paulo",68,1,2,1,6,"yes","yes",2304,9000,532
"Sao Paulo",55,2,1,0,5,"no","no",337,1528,0
"Porto Alegre",40,1,1,0,10,"yes","no",200,800,19
"Sao Paulo",230,2,3,1,1,"yes","yes",3000,12000,450
"Porto Alegre",70,2,2,0,3,"no","yes",400,1995,80
"Sao Paulo",170,4,5,2,0,"yes","no",0,3700,0
"Porto Alegre",40,1,1,1,1,"yes","no",402,1050,67
"Sao Paulo",270,3,4,3,4,"yes","yes",3700,7500,1471
"Campinas",54,2,1,1,10,"yes","no",320,1500,23
"Campinas",291,4,3,2,0,"yes","no",0,3300,208
"Belo Horizonte",86,2,1,1,1,"yes","no",200,1310,130
"Sao Paulo",77,2,1,1,5,"yes","no",886,2200,0
"Sao Paulo",86,3,2,2,10,"yes","yes",550,2900,190
"Campinas",200,3,4,2,4,"no","no",2500,2000,275
"Sao Paulo",90,2,2,2,16,"no","yes",867,4800,203
"Sao Paulo",64,2,2,2,12,"yes","no",790,3400,161
"Porto Alegre",54,2,1,2,2,"yes","no",240,1310,30
"Porto Alegre",387,7,5,3,0,"yes","yes",0,6000,394
"Sao Paulo",100,2,3,2,20,"no","yes",1080,10000,138
"Sao Paulo",50,2,2,1,9,"yes","no",390,1800,0
"Belo Horizonte",520,3,3,4,20,"no","no",2224,12000,1133
"Sao Paulo",23,1,1,0,25,"yes","no",393,2100,59
"Rio de Janeiro",60,1,1,0,3,"yes","no",520,1580,0
"Sao Paulo",96,2,1,1,4,"no","no",800,3000,0
"Sao Paulo",140,3,1,0,0,"yes","no",0,2700,167
"Rio de Janeiro",103,3,2,0,4,"yes","no",812,2750,200
"Sao Paulo",148,4,4,4,10,"yes","yes",2580,2000,406
"Sao Paulo",172,4,3,1,0,"yes","no",0,3500,114
"Sao Paulo",93,2,3,2,5,"yes","no",1006,3200,350
"Sao Paulo",72,2,2,1,4,"yes","no",690,2300,200
"Campinas",68,2,1,1,1,"yes","no",400,1500,70
"Sao Paulo",350,4,3,4,0,"yes","no",0,4000,209
"Rio de Janeiro",70,2,2,1,1,"yes","yes",950,3500,225
"Sao Paulo",400,5,4,3,0,"yes","no",2600,6900,1017
"Porto Alegre",38,1,1,0,1,"yes","no",280,690,9
"Sao Paulo",107,2,2,1,12,"no","no",1300,8400,293
"Sao Paulo",111,3,2,0,7,"yes","no",1370,2500,264
"Sao Paulo",140,4,3,2,10,"yes","no",2000,3800,334
"Sao Paulo",35,1,1,0,0,"yes","no",0,1150,30
"Sao Paulo",178,3,3,4,12,"no","yes",2180,15000,850
"Sao Paulo",200,2,2,1,10,"yes","yes",2700,9500,600
"Sao Paulo",33,1,1,0,1,"no","no",338,1000,63
"Belo Horizonte",90,3,2,1,2,"no","no",300,1600,140
"Rio de Janeiro",65,2,1,0,1,"no","no",560,1600,67
"Sao Paulo",320,3,3,8,0,"yes","no",0,5500,572
"Porto Alegre",68,2,1,0,2,"yes","no",160,1320,26
"Porto Alegre",180,6,2,3,1,"yes","no",0,4800,242
"Sao Paulo",50,2,1,1,0,"no","no",0,1300,69
"Sao Paulo",137,3,2,1,6,"yes","no",1480,4700,293
"Sao Paulo",165,3,2,2,8,"yes","yes",1750,6500,779
"Sao Paulo",180,2,2,1,15,"yes","no",1800,5350,0
"Sao Paulo",220,4,4,3,12,"yes","no",3600,5100,892
"Belo Horizonte",85,2,2,1,1,"yes","no",541,2800,0
"Rio de Janeiro",37,1,1,0,8,"no","yes",700,1400,209
"Porto Alegre",64,2,3,2,2,"yes","no",400,2750,113
"Rio de Janeiro",97,2,2,1,7,"yes","no",1770,4400,334
"Belo Horizonte",90,3,2,1,1,"yes","no",135,1300,115
"Rio de Janeiro",130,3,2,1,9,"yes","no",1350,4500,209
"Campinas",128,4,2,1,7,"no","no",900,3400,59
"Sao Paulo",58,2,2,1,12,"no","yes",928,4000,256
"Belo Horizonte",76,2,1,1,2,"no","no",200,900,0
"Sao Paulo",220,2,4,2,0,"yes","yes",0,6200,1200
"Sao Paulo",40,1,1,0,0,"no","no",30,780,17
"Sao Paulo",235,3,4,3,2,"yes","no",2000,2550,1000
"Belo Horizonte",45,1,1,0,9,"yes","no",285,1100,55
"Sao Paulo",47,2,1,1,4,"no","no",580,1100,0
"Belo Horizonte",471,5,6,3,0,"yes","no",0,14000,1297
"Campinas",50,1,1,0,4,"yes","no",418,520,23
"Belo Horizonte",344,3,4,4,16,"no","no",3158,15000,1231
"Sao Paulo",38,1,1,1,12,"no","yes",353,1850,28
"Porto Alegre",42,2,1,0,0,"yes","no",0,860,13
"Belo Horizonte",60,1,1,1,9,"yes","no",270,1400,101
"Sao Paulo",500,4,6,4,0,"yes","no",0,13000,2200
"Sao Paulo",49,2,1,1,5,"yes","no",300,1700,21
"Belo Horizonte",48,2,1,1,3,"yes","no",120,900,96
"Sao Paulo",45,2,1,0,0,"no","no",0,1300,109
"Porto Alegre",72,2,2,1,2,"yes","no",570,1200,60
"Belo Horizonte",400,3,2,1,0,"yes","no",0,1600,258
"Sao Paulo",28,1,1,0,1,"no","yes",0,1750,0
"Rio de Janeiro",189,3,2,2,9,"yes","no",2500,8500,489
"Sao Paulo",160,3,2,0,12,"yes","no",1239,3900,150
"Rio de Janeiro",330,4,4,2,21,"yes","no",1300,15000,1084
"Sao Paulo",200,3,5,4,6,"yes","no",1970,1720,959
"Sao Paulo",375,4,5,5,1,"yes","no",4793,15000,2805
"Sao Paulo",68,2,2,1,7,"yes","yes",489,1877,0
"Sao Paulo",70,2,1,1,8,"yes","no",850,2500,92
"Rio de Janeiro",110,3,2,0,10,"no","yes",1260,2950,303
"Sao Paulo",103,3,3,2,7,"no","no",1470,5600,330
"Rio de Janeiro",26,1,1,0,2,"no","no",50,1500,59
"Belo Horizonte",88,3,2,2,2,"no","no",312,1200,109
"Sao Paulo",165,3,4,3,7,"yes","no",1700,4500,573
"Sao Paulo",80,2,2,0,0,"no","no",0,1100,167
"Porto Alegre",90,3,2,2,9,"yes","no",433,2780,116
"Sao Paulo",380,4,1,2,0,"no","no",0,4000,386
"Sao Paulo",174,3,4,2,2,"yes","no",1936,6000,390
"Sao Paulo",128,4,5,1,0,"yes","no",0,6800,71
"Sao Paulo",160,3,4,4,2,"yes","no",2250,2100,480
"Rio de Janeiro",168,3,2,0,1,"yes","no",1000,3700,417
"Campinas",100,3,2,2,1,"yes","yes",700,2200,105
"Belo Horizonte",300,3,3,0,0,"yes","yes",0,5000,0
"Belo Horizonte",163,4,4,0,14,"yes","no",1005,7500,22
"Sao Paulo",86,3,1,1,5,"yes","yes",1000,2200,116
"Sao Paulo",236,4,3,3,13,"yes","no",3070,1600,1015
"Rio de Janeiro",112,3,2,0,7,"yes","no",1344,3900,271
"Sao Paulo",600,5,5,6,0,"yes","no",0,12750,1059
"Campinas",256,4,5,4,8,"yes","no",3900,3000,1167
"Sao Paulo",220,3,4,2,0,"no","no",0,3500,276
"Sao Paulo",257,4,4,4,14,"no","no",5000,12000,1584
"Belo Horizonte",75,3,1,1,4,"yes","no",280,1500,66
"Rio de Janeiro",400,3,1,1,0,"yes","yes",0,7650,666
"Sao Paulo",560,4,6,5,0,"yes","no",0,6550,1700
"Sao Paulo",220,4,4,5,3,"no","yes",1700,4600,0
"Rio de Janeiro",70,1,1,1,4,"yes","no",1065,3500,255
"Belo Horizonte",19,1,1,0,1,"no","no",0,1200,37
"Sao Paulo",35,1,1,0,0,"yes","no",0,900,11
"Sao Paulo",70,1,1,1,4,"yes","no",740,2600,66
"Sao Paulo",40,1,1,0,12,"no","yes",370,3300,74
"Porto Alegre",37,1,1,0,2,"yes","no",330,1500,67
"Sao Paulo",180,2,2,1,12,"yes","no",3400,9000,480
"Rio de Janeiro",60,1,1,0,2,"no","no",600,2300,140
"Rio de Janeiro",90,3,2,1,9,"yes","no",700,2050,60
"Sao Paulo",208,4,2,4,0,"yes","no",0,4500,282
"Rio de Janeiro",160,3,2,1,11,"yes","no",1860,4700,275
"Belo Horizonte",180,4,2,1,3,"yes","yes",770,3610,248
"Porto Alegre",150,4,3,0,0,"yes","no",0,3300,800
"Campinas",75,2,1,1,0,"yes","no",0,1080,80
"Rio de Janeiro",90,2,2,1,4,"yes","no",1660,1039,350
"Sao Paulo",170,4,2,2,0,"yes","no",0,2900,50
"Sao Paulo",193,2,4,4,7,"yes","no",1948,13000,1323
"Sao Paulo",40,1,1,0,22,"yes","yes",473,2300,39
"Sao Paulo",45,1,1,1,5,"yes","yes",519,3850,209
